gm_name,gm_alt_name,gm_synonyms,counts
Пленки полиэтиленовые,ПЛЕНКИ ПОЛИЭТИЛЕНОВЫЕ,"ПЛЕНКА П/Э,ПЛЕНКА ПЭ,ЦЕЛОФА,ЦЕЛОФАН",18
Плиточные клеи,КЛЕЙ ПЛИТОЧНЫЙ,"КЛЕЙ ДЛЯ ПЛИТКИ,ПЛИТКА КЛЕЙ,RKTQ GKBNJXYSQ,RKTQ LKZ GKBNRB",11
Ткань асбестовая,ТКАНЬ АСБЕСТОВАЯ,,4
Краска,КРАСКА,"КРАСКА ВД,КРАСКА ВОДНОДИСПЕРСИОННАЯ,ВОДОЭМУЛЬСИОННАЯ,ВОДОЭМУЛЬСИОНКА,АКРИЛОВАЯ КРАСКА",7
Щетки для прочистки отверстий,ЩЕТКА ДЛЯ ПРОЧИСТКИ ОТВЕРСТИЙ,МЕТАЛЛИЧЕСКАЯ ЩЕТКА,3
Комплект для всасывания,КОМПЛЕКТ ДЛЯ ВСАСЫВАНИЯ,,1
Гильза для проводов,ГИЛЬЗА ДЛЯ ПРОВОДОВ,,3
полог,ПОЛОГ,,5
Мембраны,МЕМБРАНЫ,"ПЛЕНКА,ПАРОИЗОЛЯЦИЯ,СТРОИТЕЛЬНАЯ,ВЕТРОЗАЩИТА,КРОВЕЛЬНАЯ,ГИДРОИЗОЛЯЦИЯ",7
Цементно-песчаные смеси,ЦЕМЕНТНО-ПЕСЧАНАЯ СМЕСЬ,"WTVTYNYJ-GTCXFYST,ЦПС,ЦПС СТЯЖКА,WTVTYNYJGTCXFYFZ,ПЕСКОБЕТОН,ПЕСЧАНАЯ СМЕСЬ,ЦЕМЕНТНОПЕСЧАНАЯ СМЕСЬ,СУХАЯ ЦЕМЕНТНАЯ СМЕСЬ",2
Нивелиры лазерные,НИВЕЛИРЫ ЛАЗЕРНЫЕ,"KTRNHJBYCNHEVTYNS,KTRNHJBYCNHEVTYN,KFPTHYSQ EHJDTYM,ЛАЗЕРНЫЙ УКЛОНОМЕР,ЭЛЕКТРОИНСТРУМЕНТЫ,ЭЛЕКТРОИНСТРУМЕНТ,ЛАЗЕРНЫЙ УРОВЕНЬ",1
Электрические дисковые пилы,ЭЛЕКТРИЧЕСКАЯ ДИСКОВАЯ ПИЛА,"ДИСКОВАЯ ПИЛА,KTRNHJBYCNHEVTYN,KTRNHJBYCNHEVTYNS,ЦИРКУЛЯРКА,ЭЛЕКТРОИНСТУРМЕНТ,ЭЛЕКТРОИНСТРУМЕНТЫ,ЦИРКУЛЯРНАЯ",1
Блоки газобетонные,БЛОКИ ГАЗОБЕТОННЫЕ,"ГАЗОСИЛИКАТНЫЙ,ПЕНОБЛОК,ГАЗОБЕТОН,СТРОИТЕЛЬНЫЕ БЛОКИ,ГАЗОСИЛИКАТ,ГАЗОБЛОК",5
Сетки для овощей,СЕТКА ДЛЯ ОВОЩЕЙ С ЗАВЯЗКАМИ,СЕТКИ ВЯЗАННЫЕ,2
Клещи переставные,КЛЕЩИ ПЕРЕСТАВНЫЕ,,12
Профили для гипсокартона,ПРОФИЛЬ ДЛЯ ГИПСОКАРТОНА,"ПРОФЕЛЬ,ОЦИНКОВАННЫЙ ПРОФИЛЬ,МЕТАЛЛИЧЕСКИЙ ПРОФИЛЬ,GHJABKM LKZ UBGCJRFHNJYF,КАРКАС,ГИПСОКАРТОНОВЫЙ ПРОФИЛЬ",2
Сигнализатор загазованности,СИГНАЛИЗАТОР ЗАГАЗОВАННОСТИ,"ДАТЧИК ГАЗА,ДАТЧИК ЗАГАЗОВАННОСТИ,ГАЗ ДЕТЕКТОР,ГАЗОВЫЙ СИГНАЛИЗАТОР",1
Мишень,МИШЕНЬ,,2
Проволока,ПРОВОЛОКА,"МЕТАЛЛОПРОКАТ,GHJDJKRF,ПРОВОЛКА,GHJDJKJRF,VTNFKKJGHJRFN,МЕТАЛОПРОКАТ",2
Брусок сухой,БРУСОК СУХОЙ,"ППИЛОМАТЕРИАЛЫ,БРУС,ПИЛОМАТЕРИАЛЫ БРУС,ПИЛОМАТЕРИАЛ ОБРЕЗНОЙ,ДЕРЕВО И ПИЛОМАТЕРИАЛЫ,РЕЙКА,ПИЛОМАТЕРИАЛЫ,ПИЛОМАТЕРИАЛ,БРУСОК",2
Болты,БОЛТЫ,,445
Паркетная доска,ПАРКЕТНАЯ ДОСКА,"ПОЛ,ПАРКЕТНАЯ ДОСКА,ШТУЧНЫЙ ПАРКЕТ,ПАРКЕТ",9
фитиль керосинового обогревателя,ФИТИЛЬ КЕРОСИНОВОГО ОБОГРЕВАТЕЛЯ,,1
Балка,БАЛКА,"БАЛКА,БАЛКА МЕТАЛЛ,МЕТАЛОПРОКАТ,МЕТАЛЛОПРОКАТ,,FKRF,БАЛКА МЕТАЛЛИЧЕСКАЯ,VTNFKKJGHJRFN",3
Брус обрезной,БРУС ОБРЕЗНОЙ,"ПИЛОМАТЕРИАЛЫ,ПИЛОМАТЕРИАЛ ОБРЕЗНОЙ,ПИЛОМАТЕРИАЛ,ДЕРЕВО И ПИЛОМАТЕРИАЛЫ,БРУС ОБРЕЗНОЙ,,HEC,ППИЛОМАТЕРИАЛ,БРУС",2
Садовые тенты-шатры,САДОВЫЕ ТЕНТЫ-ШАТРЫ,"БЕСЕДКА,ПАВИЛЬОН,ПАЛАТКА,ТЕНТ,ШАТЕР",4
Декоративные наклейки,ДЕКОРАТИВНЫЕ НАКЛЕЙКИ,"НАКЛЕЙКИ НА СТЕНУ,НАКЛЕЙКИ",222
Люк ревизионный,ЛЮК РЕВИЗИОННЫЙ,"ЛЮК РЕВИЗИИ,ЛЮК САНТЕХНИЧЕСКИЙ,ЛЮЧОК,ЛЮК ДОСТУПА,СЕРВИСНЫЙ,ЛЮЧОК,ТЕХНОЛОГИЧЕСКИЙ,ЛЮЧЕК",1
Панели потолочные,ПАНЕЛИ ПОТОЛОЧНЫЕ,"ПАНЕЛЬ ПВХ,ПЕЧЕНЮШКА,ПОДВЕСНОЙ ПОТОЛОК,ПОТОЛОК,ПАНЕЛЬ ДЛЯ ПОТОЛКА,ШАШКИ",3
Дрели-шуруповерты,ДРЕЛЬ-ШУРУПОВЕРТ,"ШУРОПОВЕРТ,ЭЛЕКТРОИНСТРУМЕНТ,KTRNHJBYCNHEVTYNS,KTRNHJBYCNHEVTYN,ЭЛЕКТРОИНСТРУМЕНТЫ",4
Муфты для МП труб,МУФТЫ ДЛЯ МП ТРУБ,"ПРЕСС-ФИТИНГ,ПРЕСС-МУФТЫ,ОБЖИМНЫЕ МУФТЫ,МУФТЫ ДЛЯ МЕТАЛЛОПЛАСТИКА,СОЕДИНИТЕЛЬНЫЕ МУФТЫ,ЦАНГА-ЦАНГА,РЕДУКЦИОННЫЕ МУФТЫ",3
Переходник-конус для колодца,ПЕРЕХОДНИК-КОНУС ДЛЯ КОЛОДЦА,,2
Зеркала для ванной,ЗЕРКАЛА ДЛЯ ВАННОЙ,"ШКАФ ЗЕРКАЛЬНЫЙ,ЗЕРКАЛЬНЫЙ ШКАФ,ЗЕРКАЛЬНЫЕ ШКАФЫ ДЛЯ ВАННОЙ,ЗЕРКАЛА,ЗЕРКАЛА ДЛЯ ВАННОЙ",8
Брусок сухой,БРУСОК СУХОЙ,"ПИЛОМАТЕРИАЛЫ БРУС,ППИЛОМАТЕРИАЛЫ,ПИЛОМАТЕРИАЛ ОБРЕЗНОЙ,ДЕРЕВО И ПИЛОМАТЕРИАЛЫ,РЕЙКА,ПИЛОМАТЕРИАЛЫ,ПИЛОМАТЕРИАЛ,БРУСОК,БРУС",1
Клеи для теплоизоляции,КЛЕЙ ДЛЯ ТЕПЛОИЗОЛЯЦИИ,"СМЕСИ ДЛЯ ТЕПЛОИЗОЛЯЦИИ,СМЕСИ ДЛЯ УТЕПЛИТЕЛЯ,КЛЕЙ ДЛЯ ПЕНОПОЛИСТЕРОЛА,КЛЕЙ ДЛЯ УТЕПЛИТЕЛЯ",10
Комплектующие для панелей ПВХ,КОМПЛЕКТУЮЩИЕ ДЛЯ ПАНЕЛЕЙ ПВХ,"ПЛИНТУС ДЛЯ ПАНЕЛЕЙ,ПЛИНТУС ПОТОЛОЧНЫЙ",28
нож для очистки межплиточных швов,НОЖ ДЛЯ ОЧИСТКИ МЕЖПЛИТОЧНЫХ ШВОВ,,2
Порожки,ПОРОЖКИ,"ПОРОЖЕК,ПОРОГ-СТЫК,ПОРОГ-УГОЛ,ПОРОГ,ПРОФИЛЬ",7
Лист металлический,ЛИСТ МЕТАЛЛИЧЕСКИЙ,"ЛИСТ МЕТАЛЛИЧЕСКИЙ,ЛИСТ МЕТАЛ,МЕТАЛОПРОКАТ,ЛИСТ СТАЛЬНОЙ,VTNFKKJGHJRFN,МЕТАЛЛОПРОКАТ",4
Приемники лазерного уровня,ПРИЕМНИКИ ЛАЗЕРНОГО УРОВНЯ,"ЛАЗЕРНЫЙ ДАЛЬНОМЕТР,ДАЛЬНОМЕТР,ЭЛЕКТРОИНСТРУМЕНТЫ,KTRNHJBYCNHEVTYNS,KTRNHJBYCNHEVTYN,ЭЛЕКТРОИНСТРУМЕНТ,LFKMYJVTNH",3
Горелка кровельная,ГОРЕЛКА КРОВЕЛЬНАЯ,"ГОРЕЛКА ПРОПАН,ЛАМПА ПАЯЛЬНАЯ",6
Пленка самоклеящаяся,ПЛЕНКА САМОКЛЕЯЩАЯСЯ,"ПЛЕНКА САМОКЛЕЮЩАЯСЯ,ОБОИ САМОКЛЕЯЩИЕСЯ",110
Швеллер,ШВЕЛЛЕР,"МЕТАЛЛОПРОКАТ,IDTKTH,IDTKKTH,VTNFKKJGHJRFN,МЕТАЛОПРОКАТ,ШВЕЛЛЕР ГОСТ,ШВЕЛЛЕР СТАЛЬ,ШВЕЛЕР МЕТАЛЛ,ШВЕЛЕР",8
Арматура,АРМАТУРА,"FHVFNEHF,МЕТАЛЛОПРОКАТ,МЕТАЛОПРОКАТ,АРМАТУРА,VTNFKKJGHJRFN",9
Наливные полы,НАЛИВНЫЕ ПОЛЫ,"СТЯЖКА,СМЕСЬ ДЛЯ ПОЛА,САМОНИВЕЛИРУЮЩАЯ,РОВНИТЕЛЬ ПОЛА,ВЫРАВНИВАТЕЛЬ,НЕВЕЛИР,НИВЕЛИРУЮЩАЯ СМЕСЬ,НИВЕЛИР",3
Унитазы,УНИТАЗЫ,"УНИТАЗ ПОДВЕСНОЙ,ПОДВЕСНОЙ УНИТАЗ,КОМПАКТ,УНИТАЗ-КОМПАКТ,УНИТАЗ НАПОЛЬНЫЙ",1
Минеральная вата,МИНЕРАЛЬНАЯ ВАТА,"БАЗАЛЬТОВЫЙ УТЕПЛИТЕЛЬ,МИН ПЛИТА,МИНВАТА,СТЕКЛОВАТА,ТЕПЛОИЗОЛЯЦИЯ,СТЕКЛОВОЛОКНИСТЫЙ",27
Конек для шифера,КОНЕК ДЛЯ ШИФЕРА,,2
Декоративные штукатурки,ШТУКАТУРКА ДЕКОРАТИВНАЯ,"БАРАШЕК,ДЕКОРАТИВКА,КАМЕШКОВАЯ,ШУБА,ШТУКАТУРКА ЗЕРНИСТАЯ,КОРОЕД",77
столешница,СТОЛЕШНИЦА,,7
Корзина для белья,КОРЗИНА ДЛЯ БЕЛЬЯ,,1
Коробки установочные (подрозетники),КОРОБКА УСТАНОВОЧНАЯ ПОДРОЗЕТНИК,"ПОДРОЗЕТНИК,ЭЛЕКТРОМОНТАЖНАЯ КОРОБКА,КОРОБКА УСТАНОВОЧНАЯ БЛОЧНАЯ,СТАКАН",14
Блоки керамические,БЛОКИ КЕРАМИЧЕСКИЕ,"ТЕПЛАЯ КЕРАМИКА,ПОРИЗОВАННЫЙ КИРПИЧ,КЕРАМИЧЕСКИЙ КАМЕНЬ,ПОРИЗОВАННЫЙ КАМЕНЬ",2
Краска,КРАСКА,"ВОДОЭМУЛЬСИОНКА,ВОДОЭМУЛЬСИОННАЯ,АКРИЛОВАЯ КРАСКА,КРАСКА ВД,КРАСКА ВОДНОДИСПЕРСИОННАЯ",35
Замки врезные,ЗАМКИ ВРЕЗНЫЕ,ВСТРАИВАЕМЫЙ ЗАМОК,136
Противогололедные реагенты,РЕАГЕНТ ПРОТИВОГОЛОЛЕДНЫЙ,"СОЛЬ,РЕАГЕНТ,АНТИГОЛОЛЕДНЫЙ,ДОРОЖНАЯ,ДОРОЖНЫЙ,ПРОТИВОГОЛОЛЕДНЫЙ,ДЛЯ ЛЬДА,ГАЛИТ,АНТИЛЕД",5
Бойлеры косвенного нагрева,БОЙЛЕРЫ КОСВЕННОГО НАГРЕВА,,107
Кран шаровый компрессионный,КРАН ШАРОВЫЙ КОМПРЕССИОННЫЙ,"ЦАНГА,КРАНЫ ДЛЯ ПНД,КРАН ДЛЯ ПНД ТРУБЫ,КРАН ПЭ",2
надставной элемент,НАДСТАВНОЙ ЭЛЕМЕНТ,ДЛЯ КРОВЕЛЬНОЙ ВОРОНКИ,2
Корщетка для дрели,КОРЩЕТКА ДЛЯ ДРЕЛИ,"ДИСКОВАЯ ЩЕТКА,ЧАШЕЧНАЯ ЩЕТКА,КОРДЩЕТКА ДЛЯ ДРЕЛИ",49
лист пвд,ЛИСТ ПВД,,3
Розетты декоративные,РОЗЕТТЫ ДЕКОРАТИВНЫЕ,"ПЛАСТИКОВАЯ НАКЛАДКА,ОБВОД ДЛЯ ТРУБ,КРУЖОК,ЗАГЛУШКА,ЭЛЕМЕНТ ПРИМЫКАНИЯ",1
Целлюлозный утеплитель,ЦЕЛЛЮЛОЗНЫЙ УТЕПЛИТЕЛЬ,"ЭКОВАТА,ЦЕЛЛЮЛОЗНОЕ ВОЛОКНО,НАСЫПНОЙ УТЕПЛИТЕЛЬ,ЦЕЛЛЮЛОЗНАЯ ВАТА",1
Доска обрезная,ДОСКА ОБРЕЗНАЯ,"LJCRF,ДЕРЕВО И ПИЛОМАТЕРИАЛЫ,ДОСКА,ППИЛОМАТЕРИАЛЫ,ПИЛОМАТЕРИАЛЫ,ДОСКА ОБРЕЗНАЯ,ПИЛОМАТЕРИАЛ,ПИЛОМАТЕРИАЛ ОБРЕЗНОЙ",6
Порожки,ПОРОЖКИ,"ПРОФИЛЬ,ПОРОГ-УГОЛ,ПОРОГ,ПОРОГ-СТЫК,ПОРОЖЕК",36
Доска обрезная,ДОСКА ОБРЕЗНАЯ,"ППИЛОМАТЕРИАЛЫ,LJCRF,ПИЛОМАТЕРИАЛЫ,ДЕРЕВО И ПИЛОМАТЕРИАЛЫ,ПИЛОМАТЕРИАЛ ОБРЕЗНОЙ,ПИЛОМАТЕРИАЛ,ДОСКА ОБРЕЗНАЯ,ДОСКА",1
Ленты для напольных покрытий,ЛЕНТЫ ДЛЯ НАПОЛЬНЫХ ПОКРЫТИЙ,"ПОЛОВЫЕ ЛЕНТЫ,ДЛЯ СКЛЕЙКИ",5
Краска,КРАСКА,"КРАСКА ВОДНОДИСПЕРСИОННАЯ,КРАСКА ВД,ВОДОЭМУЛЬСИОННАЯ,ВОДОЭМУЛЬСИОНКА,АКРИЛОВАЯ КРАСКА",112
Мастика гидроизоляционная,МАСТИКА ГИДРОИЗОЛЯЦИОННАЯ,"ОБМАЗОЧНАЯ ГИДРОИЗОЛЯЦИЯ,МАСТИКА ГИДРОИЗОЛЯЦИОННАЯ",68
Патч-корды,ПАТЧ-КОРД,"КОММУТАЦИОННЫЙ КАБЕЛЬ,КОММУТАЦИОННЫЙ ШНУР,КОММУТАЦИОННЫЙ УДЛИНИТЕЛЬ",7
труба раздельного дымохода,ТРУБА РАЗДЕЛЬНОГО ДЫМОХОДА,,5
Краска,КРАСКА,"АКРИЛОВАЯ КРАСКА,ВОДОЭМУЛЬСИОННАЯ,КРАСКА ВД,ВОДОЭМУЛЬСИОНКА,КРАСКА ВОДНОДИСПЕРСИОННАЯ",2
Экраны для ванны,ЭКРАНЫ ДЛЯ ВАННЫ,"RHFYS LKZ LEITDJUJ GJLLJYF,RHFYS LKZ DFYYS,ЭКРАНЫ ДЛЯ ДУШЕВОГО ПОДДОНА,ЭКРАНЫ ДЛЯ ВАННЫ",1
Аккумуляторные перфораторы,АККУМУЛЯТОРНЫЙ ПЕРФОРАТОР,"ЭЛЕКТРОИНСТРУМЕНТЫ,ПЕРФОРАТОР,ЭЛЕКТРОИНСТРУМЕНТ,KTRNHJBYCNHEVTYNS,KTRNHJBYCNHEVTYN",6
Анкер потолочный,АНКЕР ПОТОЛОЧНЫЙ,"ГВОЗДЕВОЙ,АНКЕР С УШКОМ",2
Мультиметры,МУЛЬТИМЕТРЫ,"МУЛЬТИМЕТР,МУЛЬТИМЕТРЫ,VEKMNBVTNHS,VEKMNBVTNH,NTCNTH,KTRNHJBYCNHEVTYN,ТЕСТЕР,ТЕСТЕРЫ,ЭЛЕКТРОИНСТРУМЕНТЫ,ЭЛЕКТРОИНСТРУМЕНТ",4
Брус обрезной,БРУС ОБРЕЗНОЙ,"ППИЛОМАТЕРИАЛ,ПИЛОМАТЕРИАЛЫ,ПИЛОМАТЕРИАЛ ОБРЕЗНОЙ,ПИЛОМАТЕРИАЛ,БРУС,,HEC,БРУС ОБРЕЗНОЙ,ДЕРЕВО И ПИЛОМАТЕРИАЛЫ",3
Реле давления,РЕЛЕ ДАВЛЕНИЯ,,29
Полипропиленовые угольники,ПОЛИПРОПИЛЕНОВЫЕ УГОЛЬНИКИ,"ПОЛИПРОПИЛЕНОВЫЙ УГОЛ,ПОЛИПРОПИЛЕНОВЫЙ ОТВОД,ПОЛИПРОПИЛЕНОВОЕ КОЛЕНО,ПП КОЛЕНО,ПП ОТВОД,ПП УГОЛ,ПП УГОЛЬНИКИ,ВОДОРОЗЕТКА ПП",5
Буры садовые ручные,БУР САДОВЫЙ РУЧНОЙ,,2
Полипропиленовые вентили,ПОЛИПРОПИЛЕНОВЫЕ ВЕНТИЛИ,,26
труба теплоизолированная,ТРУБА ТЕПЛОИЗОЛИРОВАННАЯ,,10
Минеральная вата,МИНЕРАЛЬНАЯ ВАТА,"ТЕПЛОИЗОЛЯЦИЯ,МИН ПЛИТА,МИНВАТА,СТЕКЛОВАТА,СТЕКЛОВОЛОКНИСТЫЙ,БАЗАЛЬТОВЫЙ УТЕПЛИТЕЛЬ",10
Экструдированный пенополистирол (XPS),ЭКСТРУДИРОВАННЫЙ ПЕНОПОЛИСТИРОЛ XPS,"ЭКСТРУЗИОННЫЙ ПЕНОПОЛИСТИРОЛ,ЭКСТРУД,ТЕПЛОИЗОЛЯЦИОННАЯ ПЛИТА,ПЕНОПОЛИСТИРОЛ,ПЕНОПОЛИСТЕРОЛ,ЭКСТРУЗИЯ,ПЕНОПЛАСТ,КАРБОН",3
Влаговпитывающие дорожки,ДОРОЖКИ ВЛАГОВПИТЫВАЮЩИЕ,"ГРЯЗЕЗАЩИТА,ДОРОЖКА,КОВРИК ВЛАГОВПИТЫВАЮЩИЙ,РУЛОННОЕ ПОКРЫТИЕ,ПРИДВЕРНЫЙ",3
Стремянки,СТРЕМЯНКИ,ЛЕСТНИЦА,186
Блоки керамические,БЛОКИ КЕРАМИЧЕСКИЕ,"ТЕПЛАЯ КЕРАМИКА,КЕРАМИЧЕСКИЙ КАМЕНЬ,ПОРИЗОВАННЫЙ КАМЕНЬ,ПОРИЗОВАННЫЙ КИРПИЧ",1
Колено для воздуховода,КОЛЕНО ДЛЯ ВОЗДУХОВОДА,,2
Балка,БАЛКА,"БАЛКА,БАЛКА МЕТАЛЛ,МЕТАЛОПРОКАТ,,FKRF,МЕТАЛЛОПРОКАТ,БАЛКА МЕТАЛЛИЧЕСКАЯ,VTNFKKJGHJRFN",1
Цементно-песчаные смеси,ЦЕМЕНТНО-ПЕСЧАНАЯ СМЕСЬ,"WTVTYNYJGTCXFYFZ,ПЕСКОБЕТОН,ПЕСЧАНАЯ СМЕСЬ,СУХАЯ ЦЕМЕНТНАЯ СМЕСЬ,ЦЕМЕНТНОПЕСЧАНАЯ СМЕСЬ,WTVTYNYJ-GTCXFYST,ЦПС,ЦПС СТЯЖКА",2
Цементно-песчаные смеси,ЦЕМЕНТНО-ПЕСЧАНАЯ СМЕСЬ,"WTVTYNYJ-GTCXFYST,WTVTYNYJGTCXFYFZ,ПЕСКОБЕТОН,ПЕСЧАНАЯ СМЕСЬ,ЦПС СТЯЖКА,ЦПС,ЦЕМЕНТНОПЕСЧАНАЯ СМЕСЬ,СУХАЯ ЦЕМЕНТНАЯ СМЕСЬ",2
Ковши штукатурные,КОВШ ШТУКАТУРНЫЙ,,3
набор шлифлистов для дрели,НАБОР ШЛИФЛИСТОВ ДЛЯ ДРЕЛИ,,5
Душевые кабины,ДУШЕВЫЕ КАБИНЫ,"LEITDST RF,BYS,ДУШЕВЫЕ КАБИНЫ,ДУШЕВЫЕ УГОЛКИ,ДУШЕВЫЕ БОКСЫ",7
Балка,БАЛКА,"VTNFKKJGHJRFN,,FKRF,БАЛКА МЕТАЛЛИЧЕСКАЯ,БАЛКА,МЕТАЛОПРОКАТ,МЕТАЛЛОПРОКАТ,БАЛКА МЕТАЛЛ",2
Ножницы хозяйственные,НОЖНИЦЫ ХОЗЯЙСТВЕННЫЕ,,10
Балка,БАЛКА,"МЕТАЛЛОПРОКАТ,МЕТАЛОПРОКАТ,БАЛКА МЕТАЛЛ,БАЛКА,,FKRF,VTNFKKJGHJRFN,БАЛКА МЕТАЛЛИЧЕСКАЯ",1
Перфораторы,ЭЛЕКТРИЧЕСКИЙ ПЕРФОРАТОР,"KTRNHJBYCNHEVTYNS,KTRNHJBYCNHEVTYN,ЭЛЕКТРОИНСТРУМЕНТ,ПЕРФОРАТОР,ЭЛЕКТРОИНСТРУМЕНТЫ",1
Скважинные насосы,СКВАЖИННЫЕ НАСОСЫ,"ГЛУБИННЫЙ,КОЛОДЕЗНЫЙ,ЦЕНТРОБЕЖНЫЙ,ПОГРУЖНОЙ",5
Соединители для плинтусов,СОЕДИНИТЕЛИ ДЛЯ ПЛИНТУСОВ,"СТЫК,СТЫКОВОЧНЫЙ ЭЛЕМЕНТ,СОЕДИНИТЕЛЬНЫЙ ЭЛЕМЕНТ",53
Пылесосы строительные,ПЫЛЕСОСЫ СТРОИТЕЛЬНЫЕ,"ПЫЛЕСОС,ЭЛЕКТРОИНСТРУМЕНТ,KTRNHJBYCNHEVTYN,KTRNHJBYCNHEVTYNS,ПЫЛЕСОСЫ,ЭЛЕКТРОИНСТРУМЕНТЫ,GSKTCJCS,GSKTCJC",6
Угольники для труб из PEX,УГОЛЬНИКИ ДЛЯ ТРУБ ИЗ PEX,"ВОДОРОЗЕТКИ,УГОЛОК,УГОЛЬНИКИ ДЛЯ СШИТОГО ПОЛИЭТИЛЕНА,УГОЛЬНИК С КРЕПЛЕНИЕМ,УГОЛЬНИК ПЕРЕХОДНОЙ,УГОЛЬНИК ПЕРЕХОД НА РЕЗЬБУ,УГЛЫ",3
Шифер плоский,ШИФЕР ПЛОСКИЙ,"ЛИСТ ХРИЗОТИЛЦЕМЕНТНЫЙ,АЦЛ",11
Полоса,ПОЛОСА,"МЕТАЛЛ ПОЛОСА,ПЕРЕМЫЧКА,ПОЛОСА,ПОЛОСА МЕТАЛЛ,МЕТАЛОПРОКАТ,VTNFKKJGHJRFN,МЕТАЛЛИЧЕСКАЯ ПОЛОСА,МЕТАЛЛОПРОКАТ",2
Колпачок кровельный,КОЛПАЧОК КРОВЕЛЬНЫЙ,,31
Термопанели,ТЕРМОПАНЕЛИ,,17
Кладочные и монтажные смеси,КЛАДОЧНЫЕ И МОНТАЖНЫЕ СМЕСИ,"БЛОЧНЫЙ КЛЕЙ,КЛАДОЧНАЯ СМЕСЬ,ГИПСОБЕТОН,КЛАДОЧНЫЙ РАСТВОР,КЛАДОЧНЫЙ СОСТАВ,КЛЕЙ ДЛЯ БЛОКОВ,МОНТАЖНЫЙ СОСТАВ,МОНТАЖНАЯ СМЕСЬ",17
Кладочные и монтажные смеси,КЛАДОЧНЫЕ И МОНТАЖНЫЕ СМЕСИ,"МОНТАЖНАЯ СМЕСЬ,КЛЕЙ ДЛЯ БЛОКОВ,МОНТАЖНЫЙ СОСТАВ,КЛАДОЧНЫЙ СОСТАВ,КЛАДОЧНЫЙ РАСТВОР,КЛАДОЧНАЯ СМЕСЬ,ГИПСОБЕТОН,БЛОЧНЫЙ КЛЕЙ",1
Подвесные светильники,ПОДВЕСНЫЕ СВЕТИЛЬНИКИ,"СВЕТИЛЬНИК,ПОДВЕСНОЙ СВЕТИЛЬНИК",28
кипятильник,КИПЯТИЛЬНИК,,2
Уголок металлический,УГОЛОК МЕТАЛЛИЧЕСКИЙ,"УГОЛОК МЕТАЛИЧЕСКИЙ,УГОЛОК,МЕТАЛЛОПРОКАТ,УГОЛОК МЕТАЛЛИЧЕСКИЙ,УГОЛОК МЕТАЛЛ,VTNFKKJGHJRFN,МЕТАЛОПРОКАТ",1
Накопительный электрический водонагреватель,НАКОПИТЕЛЬНЫЙ ЭЛЕКТРИЧЕСКИЙ ВОДОНАГРЕВАТЕЛЬ,,284
удлинитель для воротка,УДЛИНИТЕЛЬ ДЛЯ ВОРОТКА,,3
Рулонная гидроизоляция,РУЛОННАЯ ГИДРОИЗОЛЯЦИЯ,"ГИДРОИЗОЛЯЦИОННАЯ ПЛЕНКА,РУБИРОЙД,КРОВЛЯ РУЛОННАЯ,РУЛОНКА,РУЛОННАЯ ГИДРОИЗОЛЯЦИЯ,РУБЕРОИД,РУБЕРОИТ,РУБИРОИД,РУБИРОИТ",1
Ножки для ванны,НОЖКИ ДЛЯ ВАННЫ,"НОЖКИ ДЛЯ ВАННЫ,ОПОРЫ ДЛЯ ВАННЫ,НОЖКИ ДЛЯ ДУШЕВОГО ПОДДОНА,НОЖКИ ДЛЯ ПОДДОНА",1
программируемый контролер температуры,ПРОГРАММИРУЕМЫЙ КОНТРОЛЕР ТЕМПЕРАТУРЫ,,9
Полоса,ПОЛОСА,"МЕТАЛЛ ПОЛОСА,ПОЛОСА МЕТАЛЛ,ПОЛОСА,ПЕРЕМЫЧКА,МЕТАЛОПРОКАТ,VTNFKKJGHJRFN,МЕТАЛЛИЧЕСКАЯ ПОЛОСА,МЕТАЛЛОПРОКАТ",4
Болгарки (УШМ),ШЛИФМАШИНА УГЛОВАЯ ЭЛЕКТРИЧЕСКАЯ,"ЭЛЕКТРОИНСТРУМЕНТЫ,ЭЛЕКТРОИНСТРУМЕНТ,УГЛОШЛИФОВАЛЬНАЯ МАШИНА,УГЛОВАЯ ШЛИФОВАЛЬНАЯ МАШИНА,KTRNHJBYCNHEVTYNS,БОЛГАРКА",49
Доска профильная,ДОСКА ПРОФИЛЬНАЯ,"ДЕРЕВО И ПИЛОМАТЕРИАЛЫ,ПИЛОМАТЕРИАЛ,ПИЛОМАТЕРИАЛ ОБРЕЗНОЙ,ДОСКА,ПИЛОМАТЕРИАЛЫ,ППИЛОМАТЕРИАЛЫ",2
Горшки пластиковые,ГОРШКИ ПЛАСТИКОВЫЕ,"ГОРШОК ЦВЕТОЧНЫЙ,ГОРШОК ДЛЯ ЦВЕТОВ",1
Металлопластиковые трубы,МЕТАЛЛОПЛАСТИКОВЫЕ ТРУБЫ,МП,102
платформа для точечных светильников,ПЛАТФОРМА ДЛЯ ТОЧЕЧНЫХ СВЕТИЛЬНИКОВ,,1
Блоки газобетонные,БЛОКИ ГАЗОБЕТОННЫЕ,"ГАЗОБЛОК,ПЕНОБЛОК,СТРОИТЕЛЬНЫЕ БЛОКИ,ГАЗОСИЛИКАТ,ГАЗОСИЛИКАТНЫЙ,ГАЗОБЕТОН",1
Канализационные ПП заглушки,КАНАЛИЗАЦИОННЫЕ ПП ЗАГЛУШКИ,,30
Стальные заглушки,СТАЛЬНЫЕ ЗАГЛУШКИ,,13
